city,town,AKP,CHP,MHP,HDP,others
Kırşehir,BOZTEPE,32.81,22.17,15.27,27.56,0.64
Kırşehir,ÇİÇEKDAĞI,51.54,9.44,30.32,5.2,1.72
Kırşehir,KAMAN,38.18,24.0,32.71,1.99,1.09
Kırşehir,Merkez,36.86,19.32,34.0,7.37,1.26
Kırşehir,MUCUR,47.08,18.59,29.38,1.89,1.44
Kilis,ELBEYLİ,48.08,15.92,30.96,2.79,0.75
Kilis,Merkez,47.15,7.11,38.32,3.76,1.25
Kilis,MUSABEYLİ,61.74,9.36,19.22,4.18,2.43
Kilis,POLATELİ,59.37,5.45,28.19,2.32,1.38
Kocaeli,BAŞİSKELE,58.68,15.39,13.97,3.32,7.23
Kocaeli,ÇAYIROVA,49.31,21.32,13.77,9.41,4.84
Kocaeli,DARICA,47.16,19.77,15.71,12.38,3.65
Kocaeli,DERİNCE,42.86,26.89,17.68,6.66,4.45
Kocaeli,DİLOVASI,40.13,6.55,10.12,39.48,2.09
Kocaeli,GEBZE,48.99,21.75,15.78,7.04,4.86
Kocaeli,GÖLCÜK,45.09,29.29,15.29,3.48,5.33
Kocaeli,İZMİT,41.01,32.49,14.8,4.43,5.47
Kocaeli,KANDIRA,52.71,24.41,14.06,1.94,3.25
Kocaeli,KARAMÜRSEL,46.75,26.35,15.6,2.84,6.65
Kocaeli,KARTEPE,52.74,22.21,14.45,4.16,4.97
Kocaeli,KÖRFEZ,41.7,22.38,17.3,11.78,5.27
Konya,AHIRLI,64.93,10.51,18.96,0.58,2.46
Konya,AKÖREN,71.39,7.74,17.16,0.3,1.85
Konya,AKŞEHİR,49.21,20.47,25.49,1.48,1.51
Konya,ALTINEKİN,81.21,5.9,8.47,0.45,3.07
Konya,BEYŞEHİR,55.14,5.34,35.14,0.45,2.53
Konya,BOZKIR,66.58,9.6,17.7,0.44,3.28
Konya,CİHANBEYLİ,45.32,7.64,8.95,35.34,1.13
Konya,ÇELTİK,62.32,10.63,22.14,1.87,1.47
Konya,ÇUMRA,72.36,5.23,17.78,0.75,2.66
Konya,DERBENT,58.24,22.59,14.54,0.45,1.97
Konya,DEREBUCAK,62.51,6.2,27.78,0.12,1.31
Konya,DOĞANHİSAR,55.08,17.3,20.31,0.51,2.74
Konya,EMİRGAZİ,62.06,15.86,18.05,0.85,1.54
Konya,EREĞLİ,44.37,24.04,25.09,3.74,1.36
Konya,GÜNEYSINIR,82.78,2.8,10.19,0.21,2.99
Konya,HADİM,71.53,8.58,14.68,0.63,2.42
Konya,HALKAPINAR,64.21,10.7,20.89,0.39,1.11
Konya,HÜYÜK,55.59,15.01,24.85,0.46,2.28
Konya,ILGIN,58.61,14.88,21.37,0.8,2.52
Konya,KADINHANI,74.29,7.9,12.08,0.85,3.53
Konya,KARAPINAR,62.72,16.63,16.01,0.46,2.33
Konya,KARATAY,77.88,3.92,9.14,4.65,3.49
Konya,KULU,54.82,4.88,8.73,28.07,1.91
Konya,MERAM,75.21,6.63,11.97,1.83,3.44
Konya,SARAYÖNÜ,72.26,6.93,12.4,1.84,5.49
Konya,SELÇUKLU,66.21,8.22,16.68,4.53,3.43
Konya,SEYDİŞEHİR,50.62,21.36,20.98,0.73,4.23
Konya,TAŞKENT,72.69,5.77,16.02,0.31,3.43
Konya,TUZLUKÇU,49.19,27.25,19.93,0.73,1.24
Konya,YALIHÜYÜK,67.1,7.14,21.59,0.56,2.32
Konya,YUNAK,67.59,6.35,15.25,7.43,1.79
Kütahya,ALTINTAŞ,53.99,13.12,23.23,0.66,6.37
Kütahya,ASLANAPA,69.42,4.99,20.24,0.38,2.97
Kütahya,ÇAVDARHİSAR,54.89,14.37,22.21,0.46,3.56
Kütahya,DOMANİÇ,52.27,14.33,24.54,0.71,5.92
Kütahya,DUMLUPINAR,54.45,18.27,22.42,0.35,1.9
Kütahya,EMET,55.2,11.15,24.78,0.6,5.91
Kütahya,GEDİZ,55.0,10.23,29.62,0.49,1.95
Kütahya,HİSARCIK,55.65,13.44,24.36,0.91,3.08
Kütahya,Merkez,53.36,13.38,26.92,1.18,3.59
Kütahya,PAZARLAR,60.75,10.72,22.21,0.57,2.66
Kütahya,SİMAV,55.81,11.26,27.81,0.45,1.77
Kütahya,ŞAPHANE,53.28,16.09,23.21,1.15,2.54
Kütahya,TAVŞANLI,54.83,9.25,28.74,0.86,4.58
Malatya,AKÇADAĞ,38.88,18.5,9.94,17.47,0.67
Malatya,ARAPGİR,46.74,31.89,13.33,4.55,1.68
Malatya,ARGUVAN,15.44,56.83,2.26,22.76,1.16
Malatya,BATTALGAZİ,66.2,11.92,10.23,6.81,2.01
Malatya,DARENDE,68.3,8.72,14.74,3.36,3.16
Malatya,DOĞANŞEHİR,43.29,21.64,16.32,14.4,2.0
Malatya,DOĞANYOL,64.89,12.19,12.32,4.44,4.14
Malatya,HEKİMHAN,34.93,45.43,13.06,3.77,1.16
Malatya,KALE,84.34,5.58,3.38,2.2,1.45
Malatya,KULUNCAK,52.54,26.5,14.18,3.46,1.3
Malatya,MALATYA MERKEZ,0.0,0.0,0.0,0.0,0.0
Malatya,PÜTÜRGE,76.69,8.14,4.24,6.44,2.74
Malatya,YAZIHAN,52.9,20.89,5.55,16.08,1.54
Malatya,YEŞİLYURT,56.89,17.19,12.65,7.44,1.69
Manisa,AHMETLİ,40.36,25.32,25.91,5.74,1.02
Manisa,AKHİSAR,35.54,36.34,21.25,3.22,1.57
Manisa,ALAŞEHİR,33.45,33.32,23.64,5.04,1.39
Manisa,DEMİRCİ,55.39,12.61,26.17,0.85,2.72
Manisa,GÖLMARMARA,29.24,28.73,19.12,20.59,0.64
Manisa,GÖRDES,51.03,15.12,28.49,0.92,1.57
Manisa,KIRKAĞAÇ,54.53,19.71,19.77,1.21,2.62
Manisa,KÖPRÜBAŞI,44.48,19.56,31.52,1.06,1.08
Manisa,KULA,43.4,25.72,26.0,1.18,1.15
Manisa,MANİSA MERKEZ,0.0,0.0,0.0,0.0,0.0
Manisa,SALİHLİ,27.41,38.08,24.18,7.22,0.92
Manisa,SARIGÖL,29.03,35.97,27.89,3.02,0.9
Manisa,SARUHANLI,32.59,35.1,22.19,7.44,0.95
Manisa,SELENDİ,50.03,21.72,24.1,0.67,0.87
Manisa,SOMA,39.87,27.46,25.4,2.69,2.83
Manisa,ŞEHZADELER,36.24,26.51,24.64,9.98,1.15
Manisa,TURGUTLU,35.86,29.34,19.61,12.04,1.62
Manisa,YUNUSEMRE,36.52,24.26,25.27,10.9,1.47
Mardin,ARTUKLU,33.7,2.35,2.06,51.18,1.06
Mardin,DARGEÇİT,12.65,0.67,1.42,81.06,0.48
Mardin,DERİK,7.72,0.32,0.44,88.11,0.16
Mardin,KIZILTEPE,9.62,0.58,0.57,86.37,0.24
Mardin,MARDİN MERKEZ,0.0,0.0,0.0,0.0,0.0
Mardin,MAZIDAĞI,8.75,0.53,0.78,85.44,0.34
Mardin,MİDYAT,40.66,1.17,1.74,48.12,0.88
Mardin,NUSAYBİN,6.53,0.37,0.8,90.42,0.28
Mardin,ÖMERLİ,35.35,1.92,1.61,54.1,0.62
Mardin,SAVUR,25.46,1.01,1.23,64.53,0.56
Mardin,YEŞİLLİ,50.65,3.38,0.93,35.05,0.76
Mersin,AKDENİZ,21.93,26.14,12.92,37.04,0.81
Mersin,ANAMUR,32.25,29.85,32.95,1.54,1.38
Mersin,AYDINCIK,31.88,26.1,38.38,0.75,0.88
Mersin,BOZYAZI,39.74,18.87,37.0,1.05,1.13
Mersin,ÇAMLIYAYLA,36.62,16.54,42.44,0.86,1.0
Mersin,ERDEMLİ,43.18,19.6,29.75,4.18,1.67
Mersin,GÜLNAR,30.97,30.05,35.1,0.61,1.21
Mersin,MEZİTLİ,20.96,40.05,21.99,14.64,0.88
Mersin,MUT,38.86,27.52,28.65,1.06,1.85
Mersin,SİLİFKE,28.31,34.2,32.54,2.02,0.91
Mersin,TARSUS,20.85,27.07,31.44,18.37,0.78
Mersin,TOROSLAR,27.88,21.05,23.72,24.9,1.26
Mersin,YENİŞEHİR,18.82,40.07,17.79,21.27,0.78
Muğla,BODRUM,16.2,56.18,14.99,9.71,1.21
Muğla,DALAMAN,32.51,37.28,23.84,3.06,0.9
Muğla,DATÇA,18.63,50.81,17.05,8.66,2.31
Muğla,FETHİYE,32.0,40.27,20.74,3.36,1.09
Muğla,KAVAKLIDERE,43.52,25.08,25.46,0.83,1.3
Muğla,KÖYCEĞİZ,35.05,43.71,14.13,2.5,0.91
Muğla,MARMARİS,21.35,51.87,16.6,7.02,1.14
Muğla,MENTEŞE,23.9,48.54,18.5,5.03,1.07
Muğla,MİLAS,23.5,45.95,21.15,5.26,0.94
Muğla,MUĞLA MERKEZ,0.0,0.0,0.0,0.0,0.0
Muğla,ORTACA,26.65,43.66,22.86,3.57,0.92
Muğla,SEYDİKEMER,46.58,29.21,18.08,1.28,1.27
Muğla,ULA,28.55,47.87,15.16,3.3,0.95
Muğla,YATAĞAN,28.2,42.8,22.01,2.08,1.3
Muş,BULANIK,4.27,0.92,2.15,91.99,0.31
Muş,HASKÖY,65.97,0.72,0.71,30.97,0.95
Muş,KORKUT,15.47,0.21,0.49,82.93,0.39
Muş,MALAZGİRT,5.22,0.66,1.04,92.12,0.43
Muş,Merkez,38.34,1.14,2.56,55.85,1.22
Muş,VARTO,2.08,2.77,0.84,93.55,0.22
Nevşehir,ACIGÖL,76.92,5.1,13.6,0.19,2.01
Nevşehir,AVANOS,39.64,26.78,28.34,2.06,1.41
Nevşehir,DERİNKUYU,53.46,21.52,20.22,0.38,2.77
Nevşehir,GÜLŞEHİR,50.8,14.1,31.01,0.65,1.07
Nevşehir,HACIBEKTAŞ,26.29,48.35,17.8,4.23,0.92
Nevşehir,KOZAKLI,36.53,19.91,39.3,1.03,1.24
Nevşehir,Merkez,58.1,7.01,29.98,1.47,2.06
Nevşehir,ÜRGÜP,49.69,18.81,26.84,1.2,1.69
Niğde,ALTUNHİSAR,61.64,16.46,16.66,0.48,2.05
Niğde,BOR,48.67,19.34,28.07,0.8,1.71
Niğde,ÇAMARDI,59.0,16.42,19.59,0.47,1.48
Niğde,ÇİFTLİK,45.54,21.45,29.15,0.35,1.33
Niğde,Merkez,46.87,21.69,25.71,1.48,2.91
Niğde,ULUKIŞLA,43.21,29.54,21.95,1.42,1.4
Ordu,AKKUŞ,60.35,18.31,12.88,0.77,1.71
Ordu,ALTINORDU,42.57,40.54,12.44,0.98,1.86
Ordu,AYBASTI,60.78,18.81,13.08,0.93,2.34
Ordu,ÇAMAŞ,58.53,20.66,15.2,0.44,2.37
Ordu,ÇATALPINAR,73.93,9.5,11.4,0.29,2.17
Ordu,ÇAYBAŞI,69.79,9.37,14.96,0.38,1.81
Ordu,FATSA,51.18,29.65,13.79,1.13,2.27
Ordu,GÖLKÖY,46.35,28.72,19.66,0.69,1.23
Ordu,GÜLYALI,45.02,40.82,10.17,0.76,1.27
Ordu,GÜRGENTEPE,41.36,43.46,11.12,0.7,0.9
Ordu,İKİZCE,57.65,18.62,17.03,0.6,2.72
Ordu,KABADÜZ,61.22,20.95,13.28,0.44,1.27
Ordu,KABATAŞ,54.88,12.27,27.0,0.78,1.62
Ordu,KORGAN,70.15,10.99,8.38,0.53,6.04
Ordu,KUMRU,72.44,9.74,12.06,0.44,2.08
Ordu,MESUDİYE,58.88,26.95,9.46,0.48,1.57
Ordu,ORDU MERKEZ,0.0,0.0,0.0,0.0,0.0
Ordu,PERŞEMBE,43.18,37.05,15.48,0.68,0.97
Ordu,ULUBEY,54.48,31.26,9.72,0.54,1.13
Ordu,ÜNYE,60.86,20.77,11.39,0.8,4.13
Osmaniye,BAHÇE,49.18,6.68,40.31,0.84,0.89
Osmaniye,DÜZİÇİ,34.75,22.03,39.73,0.92,0.93
Osmaniye,HASANBEYLİ,38.25,11.69,45.3,0.97,1.5
Osmaniye,KADİRLİ,43.3,15.7,36.93,1.15,1.01
Osmaniye,Merkez,37.75,10.02,42.67,6.51,1.76
Osmaniye,SUMBAS,34.09,16.27,46.1,0.6,0.78
Osmaniye,TOPRAKKALE,31.74,9.05,50.12,7.16,1.04
Rize,ARDEŞEN,58.56,23.05,10.32,1.22,4.83
Rize,ÇAMLIHEMŞİN,67.23,18.75,8.0,1.85,1.3
Rize,ÇAYELİ,73.07,9.86,12.47,0.62,2.66
Rize,DEREPAZARI,71.67,15.31,5.48,0.32,5.85
Rize,FINDIKLI,41.9,41.03,9.78,3.45,1.37
Rize,GÜNEYSU,84.96,6.91,4.67,0.27,1.81
Rize,HEMŞİN,57.6,26.61,8.89,1.03,1.87
Rize,İKİZDERE,76.85,10.6,7.09,0.45,3.01
Rize,İYİDERE,76.57,12.71,4.98,0.61,3.89
Rize,KALKANDERE,72.38,14.82,6.54,0.9,3.66
Rize,Merkez,68.45,18.8,6.1,1.11,4.15
Rize,PAZAR,56.57,26.7,11.04,1.57,1.79
Sakarya,ADAPAZARI,52.15,18.89,20.62,3.3,3.59
Sakarya,AKYAZI,67.39,8.69,17.33,0.75,4.41
Sakarya,ARİFİYE,61.23,11.36,15.7,5.98,4.04
Sakarya,ERENLER,63.36,11.72,16.72,2.72,4.18
Sakarya,FERİZLİ,59.32,15.8,19.52,1.22,2.32
Sakarya,GEYVE,52.43,15.01,22.62,1.94,5.93
Sakarya,HENDEK,57.12,12.84,23.84,1.85,2.52
Sakarya,KARAPÜRÇEK,63.37,10.92,14.81,2.2,7.28
Sakarya,KARASU,57.97,20.01,15.56,2.07,2.96
Sakarya,KAYNARCA,64.67,12.14,17.02,0.64,3.58
Sakarya,KOCAALİ,60.41,14.96,15.95,1.06,5.98
Sakarya,PAMUKOVA,54.56,18.91,18.36,0.78,5.84
Sakarya,SAPANCA,51.4,21.2,16.98,3.8,4.65
Sakarya,SERDİVAN,51.61,17.35,22.4,3.66,3.64
Sakarya,SÖĞÜTLÜ,55.24,22.71,17.81,0.62,2.11
Sakarya,TARAKLI,60.44,12.56,17.75,0.29,6.47
Samsun,19-May,66.39,14.68,13.57,0.59,3.17
Samsun,ALAÇAM,44.33,30.67,18.97,1.01,1.38
Samsun,ASARCIK,68.73,7.65,18.38,0.38,1.91
Samsun,ATAKUM,39.47,33.99,20.02,2.68,2.36
Samsun,AYVACIK,75.86,7.09,12.8,0.32,1.12
Samsun,BAFRA,50.87,20.15,23.6,1.02,2.3
Samsun,CANİK,61.65,17.94,14.93,0.79,3.06
Samsun,ÇARŞAMBA,61.66,16.64,15.37,0.66,3.62
Samsun,HAVZA,52.69,21.86,19.88,1.1,2.24
Samsun,İLKADIM,46.28,29.52,17.84,1.55,3.25
Samsun,KAVAK,53.56,16.61,23.25,0.53,2.6
Samsun,LADİK,54.07,20.91,18.94,0.44,2.75
Samsun,ONDOKUZMAYIS,0.0,0.0,0.0,0.0,0.0
Samsun,SALIPAZARI,65.88,13.72,15.1,0.43,1.91
Samsun,TEKKEKÖY,52.32,32.39,10.2,0.51,2.78
Samsun,TERME,61.88,15.77,15.23,0.57,4.33
Samsun,VEZİRKÖPRÜ,63.93,11.75,17.94,0.52,2.6
Samsun,YAKAKENT,47.84,26.94,16.45,1.51,3.27
Siirt,BAYKAN,27.15,0.89,1.75,67.49,0.93
Siirt,ERUH,13.75,1.53,3.93,78.58,0.32
Siirt,KURTALAN,15.63,0.79,0.87,81.11,0.67
Siirt,Merkez,31.28,1.38,2.85,61.95,1.39
Siirt,PERVARİ,30.97,1.69,2.27,61.88,0.76
Siirt,ŞİRVAN,44.63,1.01,2.39,48.1,1.0
Siirt,TİLLO,63.36,0.88,1.76,31.54,0.99
Sinop,AYANCIK,46.88,34.0,13.3,0.9,1.64
Sinop,BOYABAT,57.19,13.63,22.24,1.03,2.16
Sinop,DİKMEN,62.58,17.78,7.59,0.78,2.05
Sinop,DURAĞAN,69.34,7.65,14.85,0.99,1.81
Sinop,ERFELEK,45.19,36.66,9.67,0.8,2.04
Sinop,GERZE,44.57,31.51,15.22,1.36,1.99
Sinop,Merkez,29.14,45.94,19.2,1.83,1.47
Sinop,SARAYDÜZÜ,65.35,10.65,17.42,0.32,2.12
Sinop,TÜRKELİ,67.39,13.93,12.69,0.86,2.09
Sivas,AKINCILAR,65.53,16.36,12.0,0.77,2.79
Sivas,ALTINYAYLA,71.22,6.61,12.33,0.24,7.99
Sivas,DİVRİĞİ,21.27,63.59,7.08,4.89,1.68
Sivas,DOĞANŞAR,78.14,2.13,14.12,0.19,3.87
Sivas,GEMEREK,39.0,25.82,27.14,0.91,4.58
Sivas,GÖLOVA,70.83,10.11,11.72,0.92,3.99
Sivas,GÜRÜN,52.83,16.06,24.33,1.77,3.34
Sivas,HAFİK,44.45,35.48,12.19,0.97,5.39
Sivas,İMRANLI,27.56,51.56,9.36,8.15,2.29
Sivas,KANGAL,40.9,24.17,27.31,2.14,3.81
Sivas,KOYULHİSAR,62.52,15.3,13.92,0.73,3.15
Sivas,Merkez,62.08,8.99,18.84,1.13,7.57
Sivas,SUŞEHRİ,68.27,6.43,18.28,0.46,4.31
Sivas,ŞARKIŞLA,54.76,15.51,18.47,0.69,8.88
Sivas,ULAŞ,54.91,18.82,18.57,1.21,4.57
Sivas,YILDIZELİ,65.02,15.68,10.93,0.6,6.31
Sivas,ZARA,46.07,28.45,17.96,3.67,2.14
Şanlıurfa,AKÇAKALE,59.02,4.61,24.2,6.21,0.74
Şanlıurfa,BİRECİK,38.18,5.86,5.21,47.23,1.0
Şanlıurfa,BOZOVA,45.16,1.25,2.9,47.7,0.71
Şanlıurfa,CEYLANPINAR,37.02,1.61,4.22,53.79,0.86
Şanlıurfa,EYYÜBİYE,60.41,3.55,3.93,28.22,1.02
Şanlıurfa,HALFETİ,30.33,4.37,2.29,60.71,0.72
Şanlıurfa,HALİLİYE,58.75,4.59,4.31,27.95,1.5
Şanlıurfa,HARRAN,55.05,1.51,39.64,1.69,0.62
Şanlıurfa,HİLVAN,32.22,11.24,1.63,40.3,1.08
Şanlıurfa,KARAKÖPRÜ,54.5,4.13,5.61,31.21,1.75
Şanlıurfa,SİVEREK,33.74,8.12,1.03,43.39,0.68
Şanlıurfa,SURUÇ,15.56,0.83,0.87,80.9,0.48
Şanlıurfa,ŞANLIURFA MERKEZ,0.0,0.0,0.0,0.0,0.0
Şanlıurfa,VİRANŞEHİR,34.31,0.9,1.83,60.94,0.78
Şırnak,BEYTÜŞŞEBAP,12.14,1.68,3.75,80.33,0.45
Şırnak,CİZRE,4.3,0.53,1.2,91.97,1.14
Şırnak,GÜÇLÜKONAK,11.58,2.21,4.56,79.84,0.7
Şırnak,İDİL,10.25,0.8,1.33,83.69,2.66
Şırnak,Merkez,17.26,1.52,4.7,71.84,2.44
Şırnak,SİLOPİ,6.91,0.69,1.67,89.38,0.52
Şırnak,ULUDERE,6.12,1.51,3.91,87.44,0.39
Tekirdağ,ÇERKEZKÖY,39.66,32.74,13.75,10.71,1.75
Tekirdağ,ÇORLU,28.54,47.2,15.06,6.12,1.37
Tekirdağ,ERGENE,29.64,46.5,13.84,6.94,1.21
Tekirdağ,HAYRABOLU,26.64,52.72,15.75,0.69,0.93
Tekirdağ,KAPAKLI,39.99,35.44,14.5,6.69,1.75
Tekirdağ,MALKARA,30.58,48.69,14.33,1.21,1.7
Tekirdağ,MARMARAEREĞLİSİ,27.86,42.94,13.8,12.62,0.97
Tekirdağ,MURATLI,21.73,56.29,15.18,2.54,0.98
Tekirdağ,SARAY,23.05,45.59,25.26,2.65,1.09
Tekirdağ,SÜLEYMANPAŞA,31.5,45.31,15.08,3.76,1.23
Tekirdağ,ŞARKÖY,26.98,54.5,11.55,2.92,1.06
Tekirdağ,TEKİRDAĞ MERKEZ,0.0,0.0,0.0,0.0,0.0
Tokat,ALMUS,42.71,38.63,12.97,2.25,2.0
Tokat,ARTOVA,56.6,20.66,17.8,0.74,2.86
Tokat,BAŞÇİFTLİK,56.85,15.36,21.71,0.74,2.4
Tokat,ERBAA,53.08,13.92,26.76,0.61,3.7
Tokat,Merkez,55.54,16.03,23.03,1.4,2.97
Tokat,NİKSAR,48.92,25.44,19.74,1.35,2.61
Tokat,PAZAR,63.76,8.45,23.47,0.38,2.76
Tokat,REŞADİYE,56.13,19.3,19.67,0.55,2.51
Tokat,SULUSARAY,68.89,9.02,15.61,0.74,4.37
Tokat,TURHAL,47.71,24.99,21.62,1.59,2.94
Tokat,YEŞİLYURT,59.45,11.03,24.71,0.97,2.65
Tokat,ZİLE,39.29,35.84,19.63,1.74,2.43
Trabzon,AKÇAABAT,57.38,17.99,17.89,0.66,3.09
Trabzon,ARAKLI,73.79,6.09,12.52,0.86,4.72
Trabzon,ARSİN,71.76,7.61,14.68,0.47,3.75
Trabzon,BEŞİKDÜZÜ,28.41,20.91,47.03,0.53,1.2
Trabzon,ÇARŞIBAŞI,54.23,12.03,29.07,0.29,2.21
Trabzon,ÇAYKARA,70.13,10.85,10.71,0.69,4.31
Trabzon,DERNEKPAZARI,75.05,7.19,8.53,0.45,6.26
Trabzon,DÜZKÖY,52.48,26.96,14.86,0.77,2.02
Trabzon,HAYRAT,79.78,6.48,8.12,0.39,3.56
Trabzon,KÖPRÜBAŞI,75.77,5.25,9.22,0.37,6.13
Trabzon,MAÇKA,58.39,22.66,14.15,0.54,2.38
Trabzon,OF,71.48,8.23,9.91,0.73,7.8
Trabzon,ORTAHİSAR,47.76,20.63,25.38,1.24,3.34
Trabzon,SÜRMENE,64.1,12.52,13.69,0.76,6.46
Trabzon,ŞALPAZARI,58.53,11.33,24.04,0.83,2.59
Trabzon,TONYA,46.09,28.07,18.54,1.31,3.58
Trabzon,TRABZON MERKEZ,0.0,0.0,0.0,0.0,0.0
Trabzon,VAKFIKEBİR,54.88,14.42,24.84,0.45,3.1
Trabzon,YOMRA,61.8,13.6,19.65,0.55,2.65
Tunceli,ÇEMİŞGEZEK,39.22,16.69,12.64,28.32,1.24
Tunceli,HOZAT,5.04,33.27,4.14,55.34,0.6
Tunceli,MAZGİRT,6.69,18.79,1.48,71.44,0.41
Tunceli,Merkez,7.37,17.16,7.03,66.82,0.74
Tunceli,NAZIMİYE,2.7,21.31,1.75,71.83,0.47
Tunceli,OVACIK,3.21,26.92,2.57,65.12,0.66
Tunceli,PERTEK,16.72,18.09,6.15,57.08,0.69
Tunceli,PÜLÜMÜR,2.89,46.17,1.94,46.84,0.86
Uşak,BANAZ,34.55,30.7,30.32,0.91,1.38
Uşak,EŞME,33.39,36.53,25.89,1.77,0.75
Uşak,KARAHALLI,42.78,33.78,18.07,1.36,2.17
Uşak,Merkez,39.33,24.76,29.38,2.98,2.12
Uşak,SİVASLI,37.86,38.77,19.04,1.39,1.11
Uşak,ULUBEY,35.15,37.26,23.63,0.8,1.55
Van,BAHÇESARAY,28.2,1.06,1.77,65.4,1.17
Van,BAŞKALE,1.19,0.38,0.64,97.38,0.2
Van,ÇALDIRAN,9.21,0.6,1.45,86.47,1.05
Van,ÇATAK,14.17,0.8,0.9,81.69,0.81
Van,EDREMİT,23.22,1.3,3.69,69.5,0.82
Van,ERCİŞ,24.81,0.77,6.38,66.18,0.64
Van,GEVAŞ,31.68,0.98,2.18,61.84,1.62
Van,GÜRPINAR,10.07,0.6,0.92,86.92,0.33
Van,İPEKYOLU,24.04,1.28,2.43,69.65,0.75
Van,MURADİYE,14.89,0.74,1.47,80.49,0.47
Van,ÖZALP,4.63,0.55,1.08,92.76,0.44
Van,SARAY,4.35,0.23,0.62,94.26,0.14
Van,TUŞBA,22.72,1.26,2.01,71.37,0.73
Van,VAN MERKEZ,0.0,0.0,0.0,0.0,0.0
Yalova,ALTINOVA,44.97,29.98,13.9,7.44,2.02
Yalova,ARMUTLU,46.11,22.2,21.06,5.62,2.95
Yalova,ÇINARCIK,34.51,36.13,18.54,7.37,1.45
Yalova,ÇİFTLİKKÖY,40.99,30.19,19.86,5.12,2.05
Yalova,Merkez,38.26,27.96,20.36,9.96,1.88
Yalova,TERMAL,49.71,20.44,22.42,1.98,3.63
Yozgat,AKDAĞMADENİ,61.02,7.22,26.33,0.49,3.46
Yozgat,AYDINCIK,64.01,10.1,21.56,0.99,1.78
Yozgat,BOĞAZLIYAN,43.4,22.85,29.47,1.01,1.72
Yozgat,ÇANDIR,44.2,17.98,34.37,0.59,1.21
Yozgat,ÇAYIRALAN,50.85,17.63,27.52,0.47,1.6
Yozgat,ÇEKEREK,68.01,9.15,17.58,0.63,3.05
Yozgat,KADIŞEHRİ,72.71,8.46,14.36,0.32,2.58
Yozgat,Merkez,53.91,6.42,35.33,0.9,2.44
Yozgat,SARAYKENT,72.97,1.51,22.74,0.19,1.32
Yozgat,SARIKAYA,64.79,4.95,25.75,0.99,1.93
Yozgat,SORGUN,68.69,5.9,20.31,0.62,3.43
Yozgat,ŞEFAATLİ,46.75,10.72,39.58,0.5,1.23
Yozgat,YENİFAKILI,42.28,23.93,30.23,0.76,1.28
Yozgat,YERKÖY,50.84,8.85,33.07,3.21,2.63
Zonguldak,ALAPLI,48.61,29.17,16.92,0.93,2.53
Zonguldak,ÇAYCUMA,35.19,44.81,13.35,0.75,3.28
Zonguldak,DEVREK,45.62,31.91,14.02,0.76,4.46
Zonguldak,EREĞLİ,39.34,37.45,17.8,1.38,2.03
Zonguldak,GÖKÇEBEY,36.31,43.54,12.42,0.76,3.46
Zonguldak,KİLİMLİ,31.33,44.74,16.81,0.72,4.77
Zonguldak,KOZLU,39.39,34.78,17.81,1.39,4.82
Zonguldak,Merkez,32.48,42.65,17.93,1.68,3.57
