city,town,AKP,CHP,MHP,HDP,others
Şanlıurfa,EYYÜBİYE,77.49,1.53,1.82,17.52,0.42
Şanlıurfa,HALFETİ,32.07,5.44,1.97,58.42,0.54
Şanlıurfa,HALİLİYE,74.55,4.22,2.15,17.43,0.53
Şanlıurfa,HARRAN,83.58,0.53,14.79,0.5,0.14
Şanlıurfa,HİLVAN,54.5,3.81,4.27,35.6,0.39
Şanlıurfa,KARAKÖPRÜ,69.93,4.46,4.24,19.83,0.64
Şanlıurfa,SİVEREK,57.84,2.46,2.21,35.73,0.4
Şanlıurfa,SURUÇ,28.38,0.84,0.51,68.81,0.51
Şanlıurfa,ŞANLIURFA MERKEZ,0.0,0.0,0.0,0.0,0.0
Şanlıurfa,VİRANŞEHİR,46.61,0.91,0.73,50.44,0.39
Şırnak,BEYTÜŞŞEBAP,12.21,2.44,1.93,81.76,0.45
Şırnak,CİZRE,4.93,0.56,0.54,93.24,0.27
Şırnak,GÜÇLÜKONAK,12.02,1.78,2.05,82.38,0.52
Şırnak,İDİL,14.78,0.85,0.81,82.7,0.29
Şırnak,Merkez,22.44,1.74,2.55,71.53,0.39
Şırnak,SİLOPİ,8.84,0.81,1.0,88.05,0.43
Şırnak,ULUDERE,7.35,1.71,1.64,88.5,0.2
Tekirdağ,ÇERKEZKÖY,48.25,31.53,9.48,8.24,0.68
Tekirdağ,ÇORLU,33.6,49.4,9.85,4.85,0.53
Tekirdağ,ERGENE,34.51,47.94,9.08,5.94,0.48
Tekirdağ,HAYRABOLU,30.15,55.53,10.87,0.38,0.68
Tekirdağ,KAPAKLI,49.37,33.67,9.65,5.02,0.52
Tekirdağ,MALKARA,35.54,48.22,11.63,0.85,0.81
Tekirdağ,MARMARAEREĞLİSİ,33.07,44.76,9.32,10.6,0.5
Tekirdağ,MURATLI,26.65,58.5,9.93,2.03,0.53
Tekirdağ,SARAY,29.08,54.52,11.69,1.81,0.55
Tekirdağ,SÜLEYMANPAŞA,36.89,46.44,11.39,2.77,0.46
Tekirdağ,ŞARKÖY,29.62,55.43,9.09,2.58,0.75
Tekirdağ,TEKİRDAĞ MERKEZ,0.0,0.0,0.0,0.0,0.0
Tokat,ALMUS,48.31,38.66,9.3,1.4,0.64
Tokat,ARTOVA,64.57,21.31,11.12,0.42,1.09
Tokat,BAŞÇİFTLİK,70.92,14.32,12.23,0.1,0.46
Tokat,ERBAA,62.11,14.48,19.7,0.29,1.29
Tokat,Merkez,63.99,18.55,14.23,0.81,0.91
Tokat,NİKSAR,56.25,26.37,13.83,0.67,0.78
Tokat,PAZAR,72.63,10.62,14.09,0.12,0.97
Tokat,REŞADİYE,60.86,19.43,16.46,0.39,0.93
Tokat,SULUSARAY,78.26,8.44,10.0,0.39,1.43
Tokat,TURHAL,55.25,26.76,14.41,0.93,1.05
Tokat,YEŞİLYURT,69.66,11.0,15.98,0.49,1.18
Tokat,ZİLE,45.97,36.98,13.91,1.13,0.58
Trabzon,AKÇAABAT,68.4,14.82,12.38,0.3,1.14
Trabzon,ARAKLI,82.95,5.86,7.2,0.38,2.06
Trabzon,ARSİN,81.17,7.11,8.57,0.14,1.5
Trabzon,BEŞİKDÜZÜ,37.79,25.65,33.36,0.33,0.7
Trabzon,ÇARŞIBAŞI,65.51,11.47,19.85,0.14,0.96
Trabzon,ÇAYKARA,78.41,9.95,7.4,0.35,1.52
Trabzon,DERNEKPAZARI,83.15,6.72,5.2,0.12,3.4
Trabzon,DÜZKÖY,65.29,22.92,8.15,0.36,0.98
Trabzon,HAYRAT,86.97,5.96,4.86,0.13,1.29
Trabzon,KÖPRÜBAŞI,84.4,4.88,5.99,0.03,2.64
Trabzon,MAÇKA,69.02,20.15,8.0,0.33,0.89
Trabzon,OF,80.9,7.28,6.85,0.43,3.11
Trabzon,ORTAHİSAR,60.26,20.85,15.22,0.79,1.21
Trabzon,SÜRMENE,75.76,11.27,7.79,0.29,2.86
Trabzon,ŞALPAZARI,66.6,12.73,17.33,0.18,1.36
Trabzon,TONYA,57.68,27.57,9.73,0.98,1.82
Trabzon,TRABZON MERKEZ,0.0,0.0,0.0,0.0,0.0
Trabzon,VAKFIKEBİR,65.84,15.39,15.22,0.26,1.26
Trabzon,YOMRA,72.9,12.42,11.84,0.31,0.93
Tunceli,ÇEMİŞGEZEK,50.84,21.55,5.6,19.1,1.01
Tunceli,HOZAT,5.31,38.43,2.34,52.39,0.45
Tunceli,MAZGİRT,6.66,21.42,0.73,69.26,0.76
Tunceli,Merkez,6.28,26.02,2.81,63.61,0.36
Tunceli,NAZIMİYE,1.96,30.18,1.32,64.72,0.49
Tunceli,OVACIK,2.58,34.56,0.89,60.61,0.36
Tunceli,PERTEK,18.55,27.31,3.17,49.11,0.44
Tunceli,PÜLÜMÜR,2.47,56.37,0.86,39.02,0.48
Uşak,BANAZ,44.81,30.42,20.31,0.55,0.65
Uşak,EŞME,38.77,38.85,18.09,1.36,0.61
Uşak,KARAHALLI,48.39,33.86,13.05,1.0,1.17
Uşak,Merkez,48.97,27.54,18.36,2.22,0.83
Uşak,SİVASLI,42.67,37.73,15.23,0.93,0.69
Uşak,ULUBEY,37.8,40.12,18.22,0.48,0.86
Van,BAHÇESARAY,43.04,1.5,0.97,50.7,1.11
Van,BAŞKALE,2.82,0.6,0.57,95.66,0.13
Van,ÇALDIRAN,14.94,1.34,0.87,81.12,0.53
Van,ÇATAK,20.94,1.16,0.45,74.99,0.69
Van,EDREMİT,33.41,1.93,1.93,61.09,0.51
Van,ERCİŞ,36.22,1.37,1.84,58.22,0.67
Van,GEVAŞ,43.92,1.54,1.37,50.42,1.24
Van,GÜRPINAR,26.7,0.93,0.52,70.08,0.45
Van,İPEKYOLU,35.85,1.83,0.98,59.63,0.47
Van,MURADİYE,25.87,1.32,0.76,70.0,0.51
Van,ÖZALP,8.83,0.84,0.76,87.55,0.73
Van,SARAY,11.84,0.47,0.63,85.65,0.55
Van,TUŞBA,36.22,1.42,0.97,59.62,0.5
Van,VAN MERKEZ,0.0,0.0,0.0,0.0,0.0
Yalova,ALTINOVA,53.62,29.99,8.05,5.51,0.77
Yalova,ARMUTLU,53.54,23.39,14.6,5.08,1.41
Yalova,ÇINARCIK,42.82,38.55,10.36,5.64,0.58
Yalova,ÇİFTLİKKÖY,49.6,32.26,10.98,4.22,0.96
Yalova,Merkez,48.48,31.29,9.52,7.59,0.82
Yalova,TERMAL,60.65,23.16,10.15,1.24,2.32
Yozgat,AKDAĞMADENİ,62.03,4.04,7.82,0.17,21.85
Yozgat,AYDINCIK,70.69,8.65,8.13,0.44,8.99
Yozgat,BOĞAZLIYAN,51.53,20.85,14.81,0.64,9.36
Yozgat,ÇANDIR,50.55,20.47,23.2,0.18,3.09
Yozgat,ÇAYIRALAN,55.8,15.93,12.62,0.27,11.31
Yozgat,ÇEKEREK,75.19,8.45,6.37,0.4,6.18
Yozgat,KADIŞEHRİ,77.02,7.13,5.33,0.09,7.56
Yozgat,Merkez,63.66,6.23,15.14,0.39,12.02
Yozgat,SARAYKENT,75.74,0.69,7.29,0.1,12.86
Yozgat,SARIKAYA,69.72,2.91,13.47,0.31,10.35
Yozgat,SORGUN,74.8,3.93,9.47,0.33,8.42
Yozgat,ŞEFAATLİ,50.32,6.34,15.83,0.27,23.8
Yozgat,YENİFAKILI,48.66,21.5,19.42,0.14,7.41
Yozgat,YERKÖY,57.81,5.94,18.18,2.0,12.7
Zonguldak,ALAPLI,59.9,27.84,8.15,0.61,1.23
Zonguldak,ÇAYCUMA,47.46,39.51,8.1,0.54,1.56
Zonguldak,DEVREK,56.94,29.22,8.22,0.51,1.85
Zonguldak,EREĞLİ,51.0,35.26,9.63,0.91,0.83
Zonguldak,GÖKÇEBEY,48.95,38.57,6.95,0.43,1.66
Zonguldak,KİLİMLİ,41.62,42.28,11.74,0.38,2.24
Zonguldak,KOZLU,52.17,31.6,10.83,0.92,1.88
Zonguldak,Merkez,42.39,41.78,10.93,1.11,1.7
